aadi:0.8450980400142568:6,0.8450980400142568; 
interpon:0.6020599913279624:6,0.6020599913279624; 0,0.6020599913279624; 
interpret:0.8450980400142568:6,0.8450980400142568; 
interpus:0.8450980400142568:6,1.3538977586565184; 
interrog:0.8450980400142568:6,1.3538977586565184; 
interrogacin:0.8450980400142568:6,0.8450980400142568; 
interrogndom:0.8450980400142568:6,0.8450980400142568; 
interrump:0.8450980400142568:6,1.6515265144397162; 
interrumpi:0.8450980400142568:6,1.905926373760847; 
interrupcion:0.8450980400142568:6,0.8450980400142568; 
interruptor:0.8450980400142568:6,0.8450980400142568; 
inters:0.8450980400142568:6,1.2483122772269866; 
interseccin:0.8450980400142568:6,1.3538977586565184; 
intervencin:0.6020599913279624:6,0.6020599913279624; 1,0.6020599913279624; 
intervin:0.8450980400142568:6,1.905926373760847; 
intil:0.6020599913279624:6,1.2041199826559248; 2,0.6020599913279624; 
intimid:0.8450980400142568:6,0.8450980400142568; 
intoler:0.8450980400142568:6,1.0994978993353877; 
intoxicacin:0.8450980400142568:6,0.8450980400142568; 
intranquil:0.8450980400142568:6,0.8450980400142568; 
intrig:0.6020599913279624:6,0.8893156098068689; 3,0.6020599913279624; 
introduc:0.8450980400142568:6,1.3538977586565184; 
introduj:0.8450980400142568:6,0.8450980400142568; 
intromisin:0.8450980400142568:6,0.8450980400142568; 
intuy:0.8450980400142568:6,0.8450980400142568; 
inund:0.8450980400142568:6,1.8626974772987799; 
inusit:0.8450980400142568:6,0.8450980400142568; 
invad:0.8450980400142568:6,1.7864893837356755; 
invadi:0.8450980400142568:6,1.8390104579201128; 
invalid:0.8450980400142568:6,0.8450980400142568; 
invasin:0.8450980400142568:6,0.8450980400142568; 
invasor:0.8450980400142568:2,0.8450980400142568; 
invent:0.8450980400142568:6,1.5592887372501953; 
invers:0.8450980400142568:6,0.8450980400142568; 
investig:0.8450980400142568:6,1.0994978993353877; 
investigacin:0.8450980400142568:6,0.8450980400142568; 
invis:0.6020599913279624:6,0.9645362244857886; 2,0.6020599913279624; 
invit:0.8450980400142568:4,0.8450980400142568; 
invitndol:0.8450980400142568:6,0.8450980400142568; 
involucr:0.8450980400142568:6,0.8450980400142568; 
involuntari:0.8450980400142568:3,0.8450980400142568; 
inyect:0.8450980400142568:6,1.5027121365481173; 
ira:0.8450980400142568:6,1.4357962207073829; 
iran:0.8450980400142568:6,0.8450980400142568; 
irem:0.8450980400142568:6,0.8450980400142568; 
irgui:0.8450980400142568:6,1.0994978993353877; 
irguindos:0.8450980400142568:6,0.8450980400142568; 
iris:0.8450980400142568:6,1.0994978993353877; 
irme:0.8450980400142568:6,1.2483122772269866; 
irnic:0.8450980400142568:6,1.0994978993353877; 
irnos:0.8450980400142568:6,1.0994978993353877; 
iron:0.8450980400142568:6,1.0994978993353877; 
irradi:0.8450980400142568:6,0.8450980400142568; 
irrefren:0.8450980400142568:6,1.0994978993353877; 
irresist:0.8450980400142568:6,1.3538977586565184; 
irrit:0.8450980400142568:6,1.725176957126657; 
irritacin:0.8450980400142568:6,1.608297617977649; 
irrump:0.8450980400142568:6,1.3538977586565184; 
irs:0.8450980400142568:6,0.8450980400142568; 
irse:0.6020599913279624:6,1.2041199826559248; 5,0.6020599913279624; 
irte:0.8450980400142568:6,1.0994978993353877; 
isaac:0.8450980400142568:6,0.8450980400142568; 
isen:0.8450980400142568:0,0.8450980400142568; 
isengard:0.6020599913279624:3,0.9645362244857886; 4,0.8893156098068689; 
isildur:0.6020599913279624:0,0.6020599913279624; 5,0.6020599913279624; 
ithili:0.6020599913279624:1,0.6020599913279624; 2,0.6020599913279624; 
izab:0.8450980400142568:6,0.8450980400142568; 
izquierd:0.8450980400142568:6,2.250291424586711; 
jackson:0.8450980400142568:6,1.0994978993353877; 
jad:0.8450980400142568:6,1.5592887372501953; 
jade:0.8450980400142568:6,1.2483122772269866; 
jal:0.8450980400142568:6,1.6515265144397162; 
jam:0.8450980400142568:6,0.8450980400142568; 
jamn:0.8450980400142568:6,0.8450980400142568; 
jams:0.8450980400142568:6,1.5592887372501953; 
jardin:0.8450980400142568:6,1.6901960800285136; 
jardiner:0.6020599913279624:6,0.8893156098068689; 5,0.6020599913279624; 
jaul:0.8450980400142568:6,1.0994978993353877; 
jbil:0.8450980400142568:6,0.8450980400142568; 
jeans:0.8450980400142568:6,1.2483122772269866; 
jef:0.6020599913279624:6,0.6020599913279624; 0,0.6020599913279624; 
jeff:0.8450980400142568:6,1.4357962207073829; 
jerg:0.8450980400142568:6,0.8450980400142568; 
jering:0.8450980400142568:6,1.0994978993353877; 
jinet:0.6020599913279624:6,0.6020599913279624; 0,0.8893156098068689; 
jiron:0.8450980400142568:6,1.0994978993353877; 
jitomat:0.8450980400142568:6,1.5027121365481173; 
jod:0.8450980400142568:6,1.5027121365481173; 
jodi:0.8450980400142568:6,0.8450980400142568; 
jorn:0.8450980400142568:6,1.2483122772269866; 
jov:0.8450980400142568:6,1.3538977586565184; 
jovial:0.8450980400142568:6,0.8450980400142568; 
jueg:0.8450980400142568:6,1.5592887372501953; 
jug:0.8450980400142568:6,1.7864893837356755; 
juguet:0.8450980400142568:6,1.2483122772269866; 
junt:0.8450980400142568:6,1.8849480118086925; 
jur:0.8450980400142568:6,2.040889243056806; 
jurament:0.6020599913279624:6,0.6020599913279624; 0,0.6020599913279624; 
just:0.8450980400142568:6,0.8450980400142568; 
justificacin:0.8450980400142568:6,0.8450980400142568; 
juzg:0.8450980400142568:6,1.608297617977649; 
jven:0.8450980400142568:6,1.0994978993353877; 
khaz:0.8450980400142568:4,0.8450980400142568; 
kil:0.8450980400142568:6,0.8450980400142568; 
kilmetr:0.8450980400142568:6,1.813688596571326; 
krak:0.8450980400142568:4,0.8450980400142568; 
l:0.26884531229257996:0,0.39711712501911517; 1,0.349775815486297; 2,0.349775815486297; 3,0.26884531229257996; 4,0.4780476282128322; 5,0.349775815486297; 6,0.9504472517490202; 
laberint:0.8450980400142568:6,2.8145261522938867; 
labi:0.8450980400142568:6,1.725176957126657; 
labor:0.8450980400142568:6,1.2483122772269866; 
labrador:0.8450980400142568:6,0.8450980400142568; 
lad:0.8450980400142568:6,1.0994978993353877; 
lader:0.8450980400142568:2,0.8450980400142568; 
ladr:0.8450980400142568:6,1.2483122772269866; 
ladrn:0.8450980400142568:6,0.8450980400142568; 
lag:0.6020599913279624:4,0.6020599913279624; 6,0.6020599913279624; 
lagart:0.8450980400142568:6,0.8450980400142568; 
lagartij:0.8450980400142568:6,1.2483122772269866; 
lament:0.8450980400142568:6,1.608297617977649; 
lancer:0.8450980400142568:0,0.8450980400142568; 
languideci:0.8450980400142568:6,0.8450980400142568; 
lanz:0.6020599913279624:0,0.7832981079068755; 6,1.772755212060066; 
lanzart:0.8450980400142568:6,0.8450980400142568; 
lanzndol:0.8450980400142568:6,0.8450980400142568; 
larch:0.8450980400142568:6,2.3771875644288016; 
larchart:0.8450980400142568:6,0.8450980400142568; 
larchos:0.8450980400142568:6,0.8450980400142568; 
larg:0.8450980400142568:6,2.1283911943393865; 
largart:0.8450980400142568:6,0.8450980400142568; 
largumon:0.8450980400142568:6,0.8450980400142568; 
largusim:0.8450980400142568:6,0.8450980400142568; 
lastim:0.8450980400142568:6,1.5027121365481173; 
lastimer:0.8450980400142568:6,0.8450980400142568; 
lat:0.8450980400142568:6,1.7571119958692483; 
lateral:0.8450980400142568:6,1.0994978993353877; 
lati:0.8450980400142568:6,0.8450980400142568; 
latigaz:0.8450980400142568:6,0.8450980400142568; 
lav:0.8450980400142568:2,0.8450980400142568; 
lavaplat:0.8450980400142568:6,0.8450980400142568; 
laz:0.8450980400142568:6,1.2483122772269866; 
lder:0.8450980400142568:6,2.2339766757689183; 
lea:0.8450980400142568:6,1.0994978993353877; 
leccin:0.8450980400142568:6,0.8450980400142568; 
lech:0.8450980400142568:6,1.0994978993353877; 
lechug:0.8450980400142568:6,0.8450980400142568; 
lector:0.8450980400142568:6,0.8450980400142568; 
lectur:0.8450980400142568:6,1.0994978993353877; 
led:0.8450980400142568:6,0.8450980400142568; 
leer:0.8450980400142568:6,1.3538977586565184; 
legol:0.47712125471966244:0,0.6207490639591157; 3,0.47712125471966244; 4,0.47712125471966244; 
legumbr:0.8450980400142568:6,0.8450980400142568; 
lejan:0.8450980400142568:6,1.4357962207073829; 
lel:0.8450980400142568:6,0.8450980400142568; 
lengu:0.6020599913279624:6,0.9645362244857886; 2,0.6020599913279624; 
lenguaj:0.8450980400142568:6,0.8450980400142568; 
lent:0.8450980400142568:6,2.054740751652446; 
lentitud:0.8450980400142568:6,0.8450980400142568; 
lesin:0.8450980400142568:6,0.8450980400142568; 
letal:0.8450980400142568:6,1.5027121365481173; 
letan:0.8450980400142568:6,0.8450980400142568; 
letr:0.8450980400142568:6,1.813688596571326; 
letrin:0.8450980400142568:6,0.8450980400142568; 
lev:0.8450980400142568:6,1.3538977586565184; 
levant:0.8450980400142568:6,2.6082766436819633; 
levantndos:0.8450980400142568:6,0.8450980400142568; 
levntat:0.8450980400142568:6,1.2483122772269866; 
levsim:0.8450980400142568:6,1.0994978993353877; 
ley:0.6020599913279624:6,1.0228818660770116; 1,0.6020599913279624; 
leyend:0.8450980400142568:6,0.8450980400142568; 
lfic:0.8450980400142568:4,0.8450980400142568; 
lgic:0.8450980400142568:6,0.8450980400142568; 
lgol:0.8450980400142568:3,0.8450980400142568; 
lgrim:0.8450980400142568:6,1.813688596571326; 
lgubr:0.8450980400142568:6,1.3538977586565184; 
lian:0.8450980400142568:6,2.170382243370253; 
lib:0.8450980400142568:6,1.3538977586565184; 
liber:0.47712125471966244:6,0.9739918393182333; 0,0.47712125471966244; 3,0.47712125471966244; 
libert:0.8450980400142568:6,0.8450980400142568; 
libr:0.3010299956639812:0,0.3010299956639812; 1,0.39164905395343774; 2,0.3010299956639812; 3,0.3010299956639812; 4,0.3010299956639812; 6,0.6020599913279624; 
lider:0.8450980400142568:6,0.8450980400142568; 
lidi:0.8450980400142568:6,0.8450980400142568; 
liger:0.8450980400142568:6,1.813688596571326; 
ligers:0.8450980400142568:6,0.8450980400142568; 
limit:0.8450980400142568:6,0.8450980400142568; 
limn:0.8450980400142568:6,0.8450980400142568; 
limpi:0.8450980400142568:6,1.5592887372501953; 
limpiez:0.8450980400142568:6,1.2483122772269866; 
limpindos:0.8450980400142568:6,0.8450980400142568; 
linch:0.8450980400142568:6,0.8450980400142568; 
lind:0.6020599913279624:6,0.8893156098068689; 3,0.6020599913279624; 
lintern:0.8450980400142568:6,1.5592887372501953; 
lis:0.8450980400142568:6,0.8450980400142568; 
list:0.8450980400142568:6,2.1499869179433215; 
liter:0.8450980400142568:6,1.0994978993353877; 
literal:0.8450980400142568:6,1.2483122772269866; 
livian:0.8450980400142568:6,0.8450980400142568; 
llag:0.8450980400142568:6,1.2483122772269866; 
llam:0.3424226808222063:0,0.44550217894536387; 2,0.44550217894536387; 4,0.44550217894536387; 5,0.44550217894536387; 6,0.9654757931042407; 
llamar:0.8450980400142568:6,1.8390104579201128; 
llamat:0.8450980400142568:6,0.8450980400142568; 
llamndol:0.8450980400142568:6,0.8450980400142568; 
llant:0.8450980400142568:6,0.8450980400142568; 
llav:0.8450980400142568:6,1.6515265144397162; 
lleg:0.26884531229257996:0,0.4567601213914429; 1,0.349775815486297; 2,0.349775815486297; 3,0.349775815486297; 4,0.4780476282128322; 5,0.39711712501911517; 6,0.8569500036323485; 
llegu:0.8450980400142568:6,1.2483122772269866; 
llen:0.8450980400142568:6,2.2169028337840557; 
llev:0.3010299956639812:0,0.3010299956639812; 1,0.3010299956639812; 3,0.3010299956639812; 4,0.4822681122428943; 5,0.3010299956639812; 6,0.8936024091317931; 
llevarn:0.8450980400142568:6,0.8450980400142568; 
llevndon:0.8450980400142568:6,0.8450980400142568; 
llevndos:0.8450980400142568:6,1.4357962207073829; 
llmam:0.8450980400142568:6,0.8450980400142568; 
llor:0.8450980400142568:6,1.9257702018406655; 
llov:0.8450980400142568:6,0.8450980400142568; 
lluev:0.8450980400142568:6,0.8450980400142568; 
lluvi:0.8450980400142568:6,1.4357962207073829; 
llvenm:0.8450980400142568:6,0.8450980400142568; 
lmin:0.8450980400142568:6,1.0994978993353877; 
lmit:0.8450980400142568:6,1.2483122772269866; 
lmpar:0.8450980400142568:6,1.3538977586565184; 
lne:0.8450980400142568:6,1.813688596571326; 
lob:0.6020599913279624:6,0.6020599913279624; 4,0.6020599913279624; 
loc:0.8450980400142568:6,2.0934103172412435; 
localiz:0.8450980400142568:6,0.8450980400142568; 
locur:0.6020599913279624:6,1.0228818660770116; 0,0.7832981079068755; 
lod:0.8450980400142568:6,1.3538977586565184; 
log:0.8450980400142568:6,0.8450980400142568; 
logr:0.3424226808222063:0,0.3424226808222063; 2,0.3424226808222063; 4,0.5057998199405678; 5,0.44550217894536387; 6,0.9537601090784604; 
lograrn:0.8450980400142568:6,0.8450980400142568; 
logrars:0.8450980400142568:6,0.8450980400142568; 
lom:0.6020599913279624:6,0.7832981079068755; 0,0.6020599913279624; 
loquit:0.8450980400142568:6,0.8450980400142568; 
los:0.8450980400142568:6,0.8450980400142568; 
lothlri:0.8450980400142568:4,0.8450980400142568; 
lpic:0.8450980400142568:6,1.2483122772269866; 
lpid:0.8450980400142568:6,1.813688596571326; 
lpiz:0.8450980400142568:6,1.4357962207073829; 
lqu:0.8450980400142568:6,0.8450980400142568; 
lstim:0.8450980400142568:6,1.608297617977649; 
ltig:0.8450980400142568:4,0.8450980400142568; 
ltim:0.3979400086720376:6,1.1831265238445405; 2,0.3979400086720376; 3,0.3979400086720376; 5,0.3979400086720376; 
luc:0.8450980400142568:6,2.170382243370253; 
lucecit:0.8450980400142568:6,0.8450980400142568; 
luch:0.3979400086720376:6,0.9321437019199663; 0,0.5878056449127935; 1,0.3979400086720376; 2,0.3979400086720376; 
luchar:0.8450980400142568:6,0.8450980400142568; 
lugar:0.8450980400142568:6,1.3538977586565184; 
luj:0.8450980400142568:6,0.8450980400142568; 
lumin:0.8450980400142568:6,0.8450980400142568; 
lun:0.8450980400142568:6,0.8450980400142568; 
luntic:0.8450980400142568:6,1.3538977586565184; 
luz:0.6020599913279624:0,0.6020599913279624; 6,1.6637494338399506; 
lynett:0.8450980400142568:6,0.8450980400142568; 
m:0.8450980400142568:6,2.1393478711298233; 
ma:0.8450980400142568:6,0.8450980400142568; 
maan:0.8450980400142568:6,2.2734794344861338; 
maciz:0.8450980400142568:6,0.8450980400142568; 
mader:0.8450980400142568:6,2.2422246951328426; 
madr:0.8450980400142568:6,1.2483122772269866; 
madrug:0.8450980400142568:6,1.3538977586565184; 
madur:0.8450980400142568:6,1.0994978993353877; 
madurez:0.8450980400142568:6,0.8450980400142568; 
maestr:0.8450980400142568:6,1.0994978993353877; 
mag:0.3979400086720376:2,0.3979400086720376; 3,0.7075975239978617; 4,0.3979400086720376; 5,0.5177318877571058; 
magi:0.8450980400142568:6,1.3538977586565184; 
magnitud:0.8450980400142568:6,0.8450980400142568; 
mal:0.8450980400142568:6,2.1393478711298233; 
malcri:0.8450980400142568:6,0.8450980400142568; 
mald:0.8450980400142568:6,1.2483122772269866; 
maldicin:0.6020599913279624:6,0.6020599913279624; 0,0.6020599913279624; 
maldit:0.8450980400142568:6,2.3478101765623745; 
malest:0.8450980400142568:6,1.3538977586565184; 
malez:0.8450980400142568:6,1.3538977586565184; 
malfic:0.8450980400142568:6,0.8450980400142568; 
malgast:0.8450980400142568:6,0.8450980400142568; 
malher:0.6020599913279624:0,0.6020599913279624; 1,0.6020599913279624; 
malhumor:0.8450980400142568:6,0.8450980400142568; 
malici:0.8450980400142568:6,1.0994978993353877; 
malign:0.6020599913279624:6,0.6020599913279624; 3,0.6020599913279624; 
mall:0.6020599913279624:6,0.6020599913279624; 2,0.6020599913279624; 
malv:0.8450980400142568:6,1.0994978993353877; 
mam:0.8450980400142568:6,1.608297617977649; 
man:0.47712125471966244:2,0.47712125471966244; 3,0.7047659464249274; 6,1.5388636113560168; 
manch:0.8450980400142568:6,1.608297617977649; 
mand:0.8450980400142568:6,2.040889243056806; 
mandbul:0.8450980400142568:6,1.2483122772269866; 
manej:0.8450980400142568:6,1.0994978993353877; 
maner:0.8450980400142568:6,1.6515265144397162; 
mang:0.8450980400142568:6,1.3538977586565184; 
maniac:0.8450980400142568:6,0.8450980400142568; 
manicomi:0.8450980400142568:6,0.8450980400142568; 
manifest:0.8450980400142568:6,0.8450980400142568; 
manij:0.8450980400142568:6,1.2483122772269866; 
maniobr:0.8450980400142568:6,1.0994978993353877; 
manipul:0.8450980400142568:6,0.8450980400142568; 
manivel:0.8450980400142568:6,0.8450980400142568; 
manotaz:0.8450980400142568:6,0.8450980400142568; 
mant:0.8450980400142568:6,1.7571119958692483; 
manten:0.8450980400142568:6,2.040889243056806; 
mantendr:0.8450980400142568:6,1.0994978993353877; 
manteng:0.8450980400142568:6,0.8450980400142568; 
mantequill:0.8450980400142568:6,0.8450980400142568; 
mantien:0.8450980400142568:6,0.8450980400142568; 
mantn:0.8450980400142568:6,1.0994978993353877; 
mantuv:0.8450980400142568:6,1.608297617977649; 
mantuvir:0.8450980400142568:6,0.8450980400142568; 
manual:0.8450980400142568:6,0.8450980400142568; 
manzan:0.8450980400142568:6,1.5592887372501953; 
map:0.8450980400142568:6,2.3991058024783096; 
mape:0.8450980400142568:6,0.8450980400142568; 
mapist:0.8450980400142568:6,0.8450980400142568; 
maquinari:0.8450980400142568:6,1.5027121365481173; 
maquinit:0.8450980400142568:6,0.8450980400142568; 
mar:0.8450980400142568:6,1.5027121365481173; 
mara:0.8450980400142568:6,1.0994978993353877; 
maratn:0.8450980400142568:6,0.8450980400142568; 
maravill:0.8450980400142568:6,1.6901960800285136; 
marc:0.8450980400142568:6,1.4357962207073829; 
marcador:0.8450980400142568:6,1.3538977586565184; 
march:0.47712125471966244:6,1.1176196485576864; 1,0.7047659464249274; 2,0.7047659464249274; 
mare:0.8450980400142568:6,1.0994978993353877; 
maric:0.8450980400142568:6,1.3538977586565184; 
marip:0.8450980400142568:6,0.8450980400142568; 
mariquit:0.8450980400142568:6,0.8450980400142568; 
mariscal:0.8450980400142568:3,0.8450980400142568; 
martill:0.8450980400142568:6,0.8450980400142568; 
mas:0.8450980400142568:6,1.4357962207073829; 
masacr:0.8450980400142568:6,1.0994978993353877; 
mascot:0.8450980400142568:6,0.8450980400142568; 
mascull:0.8450980400142568:6,1.8390104579201128; 
mastic:0.8450980400142568:6,1.3538977586565184; 
mat:0.6020599913279624:6,1.6682191381003366; 2,0.6020599913279624; 
matader:0.8450980400142568:6,1.813688596571326; 
matarn:0.8450980400142568:6,0.8450980400142568; 
matart:0.8450980400142568:6,1.3538977586565184; 
matemt:0.8450980400142568:6,0.8450980400142568; 
material:0.8450980400142568:6,1.2483122772269866; 
materializ:0.8450980400142568:6,0.8450980400142568; 
matiz:0.8450980400142568:6,0.8450980400142568; 
matn:0.8450980400142568:6,1.2483122772269866; 
matndon:0.8450980400142568:6,0.8450980400142568; 
matndos:0.8450980400142568:2,0.8450980400142568; 
matutin:0.8450980400142568:6,0.8450980400142568; 
mayones:0.8450980400142568:6,0.8450980400142568; 
mayor:0.8450980400142568:6,2.054740751652446; 
mayscul:0.8450980400142568:6,1.2483122772269866; 
maz:0.8450980400142568:6,1.2483122772269866; 
mazarbul:0.8450980400142568:4,0.8450980400142568; 
mdic:0.8450980400142568:6,0.8450980400142568; 
mec:0.8450980400142568:6,1.2483122772269866; 
mecan:0.8450980400142568:6,1.2483122772269866; 
mecnic:0.8450980400142568:6,1.608297617977649; 
med:0.8450980400142568:6,1.5592887372501953; 
medi:0.6020599913279624:4,0.6020599913279624; 6,1.4219018404717594; 
medianoch:0.8450980400142568:6,0.8450980400142568; 
mediod:0.8450980400142568:6,1.2483122772269866; 
medit:0.8450980400142568:6,0.8450980400142568; 
meduseld:0.8450980400142568:3,0.8450980400142568; 
meiqu:0.8450980400142568:6,0.8450980400142568; 
mejill:0.8450980400142568:6,1.4357962207073829; 
mejor:0.8450980400142568:6,1.6515265144397162; 
melancol:0.8450980400142568:6,1.0994978993353877; 
memori:0.8450980400142568:6,2.2339766757689183; 
memoriz:0.8450980400142568:6,1.2483122772269866; 
memorndum:0.8450980400142568:6,0.8450980400142568; 
mencin:0.8450980400142568:6,1.3538977586565184; 
mencion:0.8450980400142568:6,1.7571119958692483; 
menor:0.8450980400142568:6,1.5592887372501953; 
mensaj:0.8450980400142568:6,1.5027121365481173; 
ment:0.8450980400142568:6,2.556680057178893; 
mental:0.8450980400142568:6,1.3538977586565184; 
mentir:0.8450980400142568:6,1.2483122772269866; 
mentn:0.8450980400142568:6,1.0994978993353877; 
merec:0.8450980400142568:6,1.5592887372501953; 
merry:0.3424226808222063:0,0.5057998199405678; 2,0.44550217894536387; 3,0.5485816770685215; 4,0.44550217894536387; 5,0.3424226808222063; 
merter:0.8450980400142568:6,0.8450980400142568; 
mes:0.47712125471966244:6,1.2792771833827403; 2,0.47712125471966244; 4,0.6207490639591157; 
mesit:0.8450980400142568:6,1.3538977586565184; 
met:0.8450980400142568:6,1.7571119958692483; 
metal:0.8450980400142568:6,2.1393478711298233; 
meti:0.8450980400142568:6,0.8450980400142568; 
meticul:0.8450980400142568:6,0.8450980400142568; 
metindos:0.8450980400142568:6,0.8450980400142568; 
metlic:0.8450980400142568:6,2.040889243056806; 
metr:0.6020599913279624:1,0.6020599913279624; 6,1.5316815847192733; 
mezcl:0.8450980400142568:6,1.725176957126657; 
mgic:0.6020599913279624:6,1.110859709970224; 5,0.6020599913279624; 
microond:0.8450980400142568:6,0.8450980400142568; 
mied:0.8450980400142568:6,2.3158751378197833; 
miembr:0.47712125471966244:6,1.0086073046589275; 2,0.47712125471966244; 4,0.47712125471966244; 
mient:0.8450980400142568:6,0.8450980400142568; 
mierd:0.8450980400142568:6,1.608297617977649; 
mierter:0.8450980400142568:6,1.9257702018406655; 
mig:0.8450980400142568:6,1.0994978993353877; 
mil:0.8450980400142568:6,1.4357962207073829; 
milagr:0.8450980400142568:6,0.8450980400142568; 
mill:0.8450980400142568:0,0.8450980400142568; 
milln:0.8450980400142568:6,0.8450980400142568; 
millon:0.8450980400142568:6,1.3538977586565184; 
millonsim:0.8450980400142568:6,1.0994978993353877; 
milmetr:0.8450980400142568:6,0.8450980400142568; 
milsim:0.8450980400142568:6,0.8450980400142568; 
min:0.3010299956639812:0,0.535276863192891; 1,0.3010299956639812; 2,0.3010299956639812; 3,0.3010299956639812; 4,0.4822681122428943; 6,0.39164905395343774; 
minh:0.8450980400142568:6,2.992981677614429; 
ministr:0.8450980400142568:6,0.8450980400142568; 
minuci:0.8450980400142568:6,0.8450980400142568; 
minut:0.8450980400142568:6,2.3714971959410414; 
mir:0.6020599913279624:3,0.7832981079068755; 6,2.032901893483641; 
mirndol:0.8450980400142568:6,1.6515265144397162; 
miser:0.8450980400142568:6,1.725176957126657; 
miseri:0.8450980400142568:6,1.0994978993353877; 
misin:0.47712125471966244:6,0.7047659464249274; 0,0.7047659464249274; 1,0.47712125471966244; 
misteri:0.6020599913279624:6,1.1457743410647017; 5,0.6020599913279624; 
mit:0.6020599913279624:2,0.6020599913279624; 6,1.443703740826061; 
mitad:0.8450980400142568:6,0.8450980400142568; 
mithril:0.8450980400142568:2,0.8450980400142568; 
mnim:0.8450980400142568:6,1.6515265144397162; 
mo:0.8450980400142568:6,1.0994978993353877; 
mobiliari:0.8450980400142568:6,0.8450980400142568; 
moc:0.8450980400142568:6,0.8450980400142568; 
mochil:0.8450980400142568:6,1.905926373760847; 
model:0.8450980400142568:6,0.8450980400142568; 
modest:0.8450980400142568:6,1.0994978993353877; 
modorr:0.8450980400142568:6,0.8450980400142568; 
moh:0.8450980400142568:6,1.3538977586565184; 
moj:0.8450980400142568:6,1.3538977586565184; 
mojndol:0.8450980400142568:6,0.8450980400142568; 
mol:0.8450980400142568:6,1.0994978993353877; 
molest:0.8450980400142568:6,2.080967721759438; 
molinet:0.8450980400142568:6,0.8450980400142568; 
moment:0.6020599913279624:6,0.9645362244857886; 2,0.6020599913279624; 
momentne:0.8450980400142568:6,0.8450980400142568; 
mon:0.8450980400142568:6,0.8450980400142568; 
moned:0.8450980400142568:6,0.8450980400142568; 
monitor:0.8450980400142568:6,0.8450980400142568; 
monoton:0.8450980400142568:6,0.8450980400142568; 
monstru:0.6020599913279624:6,1.5316815847192733; 4,0.6020599913279624; 
monstruos:0.8450980400142568:6,1.2483122772269866; 
mont:0.3424226808222063:6,0.3424226808222063; 0,0.3424226808222063; 2,0.3424226808222063; 4,0.44550217894536387; 5,0.3424226808222063; 
monta:0.47712125471966244:6,0.764376873198569; 2,0.47712125471966244; 4,0.47712125471966244; 
montacarg:0.8450980400142568:6,1.0994978993353877; 
montarac:0.6020599913279624:0,0.6020599913279624; 1,0.7832981079068755; 
mor:0.8450980400142568:6,2.1499869179433215; 
moral:0.8450980400142568:6,0.8450980400142568; 
morb:0.8450980400142568:6,0.8450980400142568; 
morbos:0.8450980400142568:6,1.0994978993353877; 
mord:0.8450980400142568:6,1.5592887372501953; 
mordert:0.8450980400142568:6,0.8450980400142568; 
mordi:0.8450980400142568:6,0.8450980400142568; 
mordisc:0.6020599913279624:6,0.8893156098068689; 2,0.6020599913279624; 
mordisqu:0.8450980400142568:6,0.8450980400142568; 
mordor:0.47712125471966244:0,0.6207490639591157; 1,0.764376873198569; 4,0.47712125471966244; 
moreton:0.8450980400142568:6,1.3538977586565184; 
morgai:0.8450980400142568:1,0.8450980400142568; 
morgul:0.8450980400142568:1,0.8450980400142568; 
mori:0.6020599913279624:1,0.6020599913279624; 4,0.8893156098068689; 
moribund:0.6020599913279624:6,0.7832981079068755; 0,0.6020599913279624; 
morir:0.8450980400142568:6,1.2483122772269866; 
morirn:0.8450980400142568:6,0.8450980400142568; 
morirt:0.8450980400142568:6,0.8450980400142568; 
mortaj:0.8450980400142568:6,0.8450980400142568; 
mortal:0.8450980400142568:6,1.5027121365481173; 
mortecin:0.8450980400142568:6,0.8450980400142568; 
mortfer:0.8450980400142568:6,1.0994978993353877; 
mortuori:0.8450980400142568:0,0.8450980400142568; 
mosquit:0.8450980400142568:6,0.8450980400142568; 
mostr:0.6020599913279624:0,0.6020599913279624; 6,1.3981153284491306; 
mostrart:0.8450980400142568:6,1.2483122772269866; 
motiv:0.47712125471966244:6,1.0872417772835627; 1,0.47712125471966244; 5,0.47712125471966244; 
motor:0.8450980400142568:6,1.4357962207073829; 
mov:0.8450980400142568:6,2.3353675810805687; 
movi:0.8450980400142568:6,1.813688596571326; 
movibl:0.8450980400142568:6,0.8450980400142568; 
movilizacin:0.8450980400142568:0,0.8450980400142568; 
movimient:0.8450980400142568:6,2.1801700611617965; 
movindos:0.8450980400142568:6,1.3538977586565184; 
mquin:0.8450980400142568:6,1.3538977586565184; 
mrat:0.8450980400142568:6,0.8450980400142568; 
ms:0.3424226808222063:0,0.44550217894536387; 2,0.5057998199405678; 3,0.44550217894536387; 4,0.5485816770685215; 6,1.267500832688503; 
mscar:0.8450980400142568:6,0.8450980400142568; 
mscul:0.8450980400142568:6,1.608297617977649; 
mstil:0.8450980400142568:6,1.2483122772269866; 
mtam:0.8450980400142568:6,0.8450980400142568; 
mtat:0.8450980400142568:6,0.8450980400142568; 
mtod:0.8450980400142568:6,1.0994978993353877; 
muchach:0.8450980400142568:6,2.026494401400509; 
muchsim:0.8450980400142568:6,1.0994978993353877; 
mucos:0.8450980400142568:6,1.0994978993353877; 
mud:0.8450980400142568:6,1.4357962207073829; 
muebl:0.8450980400142568:6,1.0994978993353877; 
muec:0.8450980400142568:6,1.813688596571326; 
muer:0.47712125471966244:6,1.0086073046589275; 0,0.6207490639591157; 3,0.47712125471966244; 
